,PAYMENT_RATE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,DAYS_BIRTH,AMT_ANNUITY,APPROVED_CNT_PAYMENT_MEAN,INSTAL_DPD_MEAN,DAYS_EMPLOYED,INSTAL_AMT_PAYMENT_SUM,PREV_CNT_PAYMENT_MEAN,AMT_GOODS_PRICE,DAYS_ID_PUBLISH,ACTIVE_DAYS_CREDIT_MAX,AMT_CREDIT,CODE_GENDER,CC_CNT_DRAWINGS_ATM_CURRENT_MEAN,INSTAL_PAYMENT_DIFF_MEAN,POS_MONTHS_BALANCE_SIZE,PREV_APP_CREDIT_PERC_MIN,target
22,0.046609947643979,0.2709616900567622,0.6584330826280885,0.3312508645909018,-11797,16024.5,7.333333333333333,0.0,-450.0,62720.685,14.5,225000.0,-333,-122.0,343800.0,1,,0.0,12.0,0.7163323782234957,0.0
23,0.0975289926476161,,0.6081560431018048,0.3723336657058204,-17101,115803.0,12.0,0.3846153846153846,-260.0,3751066.8,12.857142857142858,1125000.0,-644,-240.0,1187370.0,0,,20268.262211538466,52.0,0.8619500758516067,1.0
24,0.0675896624472573,,0.7180929521343323,0.2301588968634147,-13031,11533.5,15.0,6.67816091954023,-5566.0,520216.47,15.0,135000.0,-1244,-128.0,170640.0,1,0.1566265060240964,-958.8268965517242,28.0,0.0,0.0
25,0.0614198533308261,0.4444033110313424,0.3794091569199559,0.7738956942145427,-14250,32337.0,14.5,0.0,-1124.0,801674.46,14.5,454500.0,-4962,-928.0,526491.0,1,,-8529.897,29.0,0.0,0.0
26,0.1191699233749168,0.2836205265640668,0.3619552881468474,0.2735646775174348,-10940,31423.5,14.8,0.0256410256410256,-1815.0,933055.65,11.8,238500.0,-2773,-73.0,263686.5,1,,0.0,45.0,0.7204507139666575,0.0
27,0.108875,,0.4618135868722432,0.190705947811054,-15240,11758.5,17.333333333333332,2.32,-2992.0,375048.405,17.333333333333332,108000.0,-412,-67.0,108000.0,1,,0.0,28.0,0.906653795226696,1.0
28,0.0526090675791274,0.2928505264628187,0.7143685347259238,0.4014074137749511,-9951,27121.5,20.0,0.0,-1044.0,294140.7,20.0,391500.0,-2565,-814.0,515529.0,1,0.1428571428571428,-517.3283720930232,26.0,0.7490877181717979,1.0
29,0.0483275681017975,,0.63141685234692,0.6279908192952864,-18960,28165.5,12.0,0.1333333333333333,-2588.0,235320.255,12.0,463500.0,-2479,-714.0,582804.0,1,0.3333333333333333,0.0,25.0,0.8256296439255042,0.0
30,0.0483598066298342,0.2445959294870211,0.3174225546193859,0.6347055309763198,-15201,25209.0,18.0,0.2222222222222222,-2196.0,225918.9,18.0,450000.0,-3779,-144.0,521280.0,1,,0.0,19.0,0.8859859358950722,1.0
31,0.0399938507385026,,0.6052862426371514,0.4188542886233217,-22396,15219.0,8.4,0.7073170731707317,-9477.0,650040.255,7.0,328500.0,-686,-413.0,380533.5,1,,1203.0760975609755,42.0,0.8340747330960854,1.0
32,0.02924,,0.6608338926721256,0.7194907850918436,-16191,32895.0,20.0,0.4642857142857143,-2892.0,381793.95,20.0,1125000.0,-4190,,1125000.0,0,,385.4008928571429,30.0,0.936644359139858,0.0
33,0.05,0.6360993664303436,0.2149982097668393,0.6075573001388961,-23207,11250.0,13.2,1.3061224489795915,-979.0,1069172.865,13.2,225000.0,-3189,-486.0,225000.0,0,,1154.5558163265307,50.0,0.9154155986818016,1.0
34,0.0383949762658227,,0.6627183054054923,0.5726825047161584,-20092,6988.5,28.5,0.2222222222222222,,872498.835,28.5,144000.0,-934,-425.0,182016.0,1,1.5,0.0,15.0,0.0,1.0
35,0.048523937321444,0.4429960129316529,0.5773021227274686,,-16275,15133.5,15.6,0.173469387755102,-2517.0,1131445.62,15.6,252000.0,-20,,311877.0,1,0.74,23.07122448979592,16.0,0.0,1.0
36,0.0275729097502426,0.2303471183862417,0.726109749774427,0.2225807646753351,-13151,48586.5,12.0,0.3076923076923077,-849.0,172950.885,12.0,1575000.0,-4111,-364.0,1762110.0,0,,1108.7273076923077,13.0,1.0049939309866482,0.0
37,0.042272,0.5642253128776529,0.2318881971357951,,-12305,23778.0,19.428571428571427,0.0,-942.0,1026807.255,19.428571428571427,562500.0,-4413,-33.0,562500.0,1,0.1527777777777778,0.0,53.0,0.0,0.0
38,0.0390777777777777,,0.5489969954514825,0.2353105173615833,-11502,31653.0,9.0,0.1428571428571428,-1656.0,195280.11,6.0,810000.0,-3494,,810000.0,0,,0.0,14.0,1.0,1.0
39,0.09172,0.354022872778207,0.7001588169988415,0.3123653692278984,-15012,41274.0,15.0,2.161290322580645,-576.0,1018531.485,15.0,450000.0,-3409,-26.0,450000.0,1,,7461.544354838708,27.0,0.8094544277157196,1.0
40,0.0423589513144046,,0.5750272699095527,,-23429,16119.0,16.857142857142858,0.2210526315789473,,3209982.39,12.8,328500.0,-2242,,380533.5,1,,1818.491210526316,96.0,0.0,0.0
41,0.1199204946996466,,0.4438703074172541,0.4382813743111921,-14355,12217.5,3.0,0.3076923076923077,-2066.0,74094.435,2.0,90000.0,-3909,-184.0,101880.0,1,1.0,315.3184615384616,7.0,1.0,0.0
42,0.05,,0.4968967266851558,0.0361019144162035,-11191,10125.0,6.0,0.0,-1568.0,24946.56,9.0,202500.0,-3373,-10.0,202500.0,1,,0.0,5.0,1.0,1.0
43,0.0425669160883794,,0.7074522796355631,0.5620604831738043,-19409,28210.5,15.0,0.1692307692307692,-3493.0,1078851.6,15.0,535500.0,-2701,-201.0,662733.0,1,,-841.8094615384615,68.0,0.86194512282718,0.0
44,0.0293398533007334,0.4464711409514253,0.7621890708270052,0.1684161714286957,-13188,37800.0,18.0,0.0714285714285714,-1567.0,1053528.525,18.0,1125000.0,-5215,-92.0,1288350.0,1,0.0,43.48714285714286,15.0,0.8782715615668365,0.0
45,0.1082363977485928,,0.4884960988517548,,-24654,25960.5,12.0,0.0,,28648.800000000003,12.0,225000.0,-4989,,239850.0,0,,0.0,5.0,0.9044699191326756,0.0
46,0.0440492765153398,0.8064031165525406,0.728923111917273,0.7850520263728172,-14568,31891.5,13.75,0.0,-3062.0,2808856.8000000003,14.88888888888889,585000.0,-3982,,723996.0,1,,-10209.582341772151,84.0,0.8256331848700392,0.0
47,0.05449081803005,,0.6368453925985927,,-10361,29376.0,12.0,0.0,-472.0,163714.05000000002,21.0,450000.0,-2952,-177.0,539100.0,0,,-5051.200000000001,10.0,0.8808916973021224,1.0
48,0.0734993875051041,,0.3303893283375471,0.7503751495159068,-19295,12960.0,21.75,0.3049645390070922,-10563.0,2887899.21,22.363636363636363,139500.0,-2849,-97.0,176328.0,1,,983.596914893617,146.0,0.7006181008578679,0.0
49,0.0670644292521234,0.7970891360679033,0.680844101510881,0.2238313174701554,-18711,36418.5,9.166666666666666,0.1176470588235294,-5167.0,1764648.0,10.77777777777778,463500.0,-2249,-21.0,543037.5,1,,-9304.63676470588,68.0,0.8256241917835472,0.0
50,0.05,0.5046721555002813,0.5458493131097774,,-11447,38250.0,6.0,0.0,-216.0,243339.93,6.0,765000.0,-4122,,765000.0,1,,0.0,16.0,0.9498342874359746,0.0
51,0.054243269394957,0.1942332373348533,0.6322917670927588,0.1929422277169508,-11716,25731.0,12.0,0.1428571428571428,-1079.0,61470.630000000005,12.0,409500.0,-1910,-227.0,474363.0,1,,0.0,7.0,1.0269442743417023,1.0
52,0.0794501822600243,,0.4076819561712631,,-10121,23539.5,24.0,0.0,-537.0,373580.19,24.0,225000.0,-1085,-1029.0,296280.0,1,,0.0,11.0,0.7378984651711924,1.0
53,0.0389664592502655,0.3510105994359499,0.4441510213479521,0.2353105173615833,-15704,23107.5,9.0,0.5,-1552.0,1277665.47,9.0,495000.0,-1805,-256.0,593010.0,0,,6109.835625,18.0,0.9717777427282024,0.0
54,0.0292390438247011,,0.4069376144029345,0.6706517530862718,-12755,33025.5,21.5,0.3394495412844037,-4083.0,4575760.155,22.181818181818183,1129500.0,-5139,,1129500.0,1,,-10409.269128440366,102.0,0.7899967938441809,0.0
55,0.0546073401736385,,0.4485606284088095,0.3077366963789207,-12428,19926.0,12.666666666666666,0.3611111111111111,-2489.0,1028875.77,6.333333333333333,315000.0,-4089,-319.0,364896.0,0,,3578.7937500000003,36.0,0.0,1.0
56,0.048327023116939,0.6326097510465837,0.5874918332121367,0.6512602186973006,-16271,28260.0,20.0,0.1752577319587628,-170.0,1489328.73,20.0,472500.0,-5078,-240.0,584766.0,1,1.2,534.1244845360825,20.0,0.0,1.0
57,0.0465076879936439,,0.3230681798693674,0.445396241560834,-14786,35824.5,,,-629.0,,,688500.0,-5093,-418.0,770292.0,1,,,,,1.0
58,0.0387466666666666,0.7138503069093174,0.5064087341775194,0.1301285429480269,-11952,26154.0,36.0,0.0,-1087.0,377487.0,36.0,675000.0,-4622,-261.0,675000.0,1,,0.0,8.0,0.8347245409015025,1.0
59,0.0288894188727243,0.7466036695220075,0.4205631869220435,0.4507472818545589,-23182,16353.0,11.5,0.1484375,,925169.805,38.44444444444444,472500.0,-4259,-273.0,566055.0,1,0.2234042553191489,52.734375,24.0,0.0,0.0
60,0.0380222222222222,,0.5834850115120871,0.4632753280912678,-18719,15399.0,15.428571428571429,0.4337349397590361,-9768.0,1102197.825,15.428571428571429,405000.0,-2278,-92.0,405000.0,1,2.1666666666666665,292.45012048192774,60.0,0.8603137277393823,1.0
61,0.0265733333333333,0.5105269121166139,0.5304040007657447,0.6380435278721609,-11712,17937.0,6.0,0.0,-1100.0,149737.275,14.0,675000.0,-3913,-109.0,675000.0,1,,0.0,8.0,1.0,0.0
62,0.0801704966641957,,0.7332351585734416,,-19426,29200.5,19.0,0.4923076923076923,-4328.0,1776469.005,19.0,337500.0,-2792,,364230.0,1,,0.0,68.0,0.0,0.0
63,0.0293977821755906,0.2018628590157166,0.4163698522210865,,-9461,23931.0,12.0,0.0,-343.0,205870.59,12.0,679500.0,-2144,,814041.0,0,,0.0,12.0,1.0233144454706573,0.0
64,0.0407281611250149,0.4132864435435368,0.6071707071877025,0.7032033049040319,-16143,30757.5,20.5,0.0,-6543.0,2380192.29,20.5,675000.0,-4330,-231.0,755190.0,1,0.8072289156626506,5.138300970873787,30.0,0.0,0.0
65,0.046822272215973,0.075893094845238,0.6614658648439835,,-10235,29970.0,10.0,0.1666666666666666,-528.0,53440.74,10.0,450000.0,-2900,,640080.0,0,,0.0,6.0,1.026511779394203,1.0
66,0.0681802828862503,,0.5698410757777679,,-12893,95377.5,18.0,0.081081081081081,-3494.0,4164904.755,18.0,1291500.0,-218,,1398901.5,1,,405.46702702702703,81.0,0.9023345856643644,0.0
67,0.0523549294935747,,0.044768536892082,0.7700870700124128,-14404,15822.0,24.0,0.782608695652174,-4620.0,218443.635,24.0,229500.0,-4932,,302206.5,0,,0.0,24.0,0.8256326017055781,0.0
68,0.0546353156647274,,0.7347551201762434,0.2807895743848605,-13508,18256.5,9.4,4.587628865979381,-222.0,757934.46,7.833333333333333,270000.0,-4224,-262.0,334152.0,0,0.2307692307692307,-451.8259793814432,55.0,0.0,0.0
69,0.0322561411876937,,0.2414113739788373,0.326475210066026,-15472,24345.0,18.0,6.869565217391305,-3074.0,118412.325,18.0,630000.0,-4771,-22.0,754740.0,1,,678.5608695652174,38.0,0.9337588176016124,1.0
70,0.05444,0.154081894243876,0.203104869943142,0.3523399726917038,-9012,36747.0,10.0,0.0,-1469.0,130473.36,10.0,675000.0,-1462,-303.0,675000.0,1,,0.0,10.0,1.111115602263541,1.0
71,0.046614927344782,0.2961066252111606,0.1543167853207072,0.3296550543128238,-11354,25407.0,0.0,0.0,-1443.0,20925.0,0.0,450000.0,-1702,-153.0,545040.0,1,0.0,0.0,,1.0,1.0
72,0.0442805322389096,,0.1915258625230554,0.7062051096536562,-14297,24664.5,19.0,0.3111111111111111,-1563.0,2052239.175,18.0,423000.0,-4507,-334.0,557005.5,1,0.1818181818181818,-2336.879,73.0,0.813140348024069,1.0
73,0.0532764227642276,0.4811901704170363,0.5746104001867551,0.4956658291397297,-10741,58977.0,10.0,0.0,-3703.0,482693.67,9.2,1107000.0,-2557,-705.0,1107000.0,1,,0.0,41.0,0.829324929507381,0.0
74,0.0793,0.2368877879251435,0.0380791301068048,0.3280631605201915,-11818,35685.0,21.0,0.0,-529.0,227488.995,26.0,450000.0,-3460,-146.0,450000.0,1,,0.0,10.0,0.6965698541492884,1.0
75,0.0263777516727105,,0.3220169632534332,0.3201633668633456,-23373,46480.5,15.428571428571429,1.6428571428571428,,2633419.98,17.25,1575000.0,-3731,-66.0,1762110.0,1,,2485.0002857142854,69.0,0.9001872389457007,1.0
76,0.0325043478260869,,0.6169164019496665,0.4956658291397297,-13294,16821.0,17.333333333333332,0.2753623188405797,-1696.0,1488404.97,17.333333333333332,517500.0,-4572,-635.0,517500.0,0,0.0104166666666666,530.4407608695652,27.0,0.9198616528074176,0.0
77,0.0579371504268472,,0.55787626524203,,-19867,14170.5,22.58333333333333,0.1923076923076923,-2067.0,4453661.925,31.13636363636364,193500.0,-3101,,244584.0,1,0.0,152.24587912087912,132.0,0.0,0.0
78,0.081135225375626,0.5895497039383241,0.3230633975540777,0.6690566947824041,-18231,10935.0,6.0,0.0,-894.0,111500.64,6.0,112500.0,-1756,,134775.0,1,,0.0,18.0,1.0632221212514603,0.0
79,0.0324894241211079,,0.2652563401861944,,-23206,18040.5,11.333333333333334,0.0,,815273.46,26.0,463500.0,-4108,,555273.0,0,0.1075268817204301,0.0,26.0,0.0,0.0
80,0.0794620253164557,,0.1296141552792055,0.2594676548211199,-8574,22599.0,6.0,0.0,-1857.0,63219.195,6.0,225000.0,-1265,-106.0,284400.0,1,0.6666666666666666,0.0,9.0,0.8937997673794399,1.0
81,0.032405,,0.4796544047404876,,-15523,29164.5,6.0,0.0,-822.0,95617.305,6.0,900000.0,-3577,,900000.0,1,,0.0,6.0,1.1873046284158515,1.0
82,0.0423676608922223,0.3209014167144898,0.1711718351439126,0.266456808245056,-9988,45805.5,23.33333333333333,2.2,-297.0,694661.6699999999,23.33333333333333,994500.0,-2673,-239.0,1081143.0,0,,-1037.2454999999998,18.0,0.7685016778953301,1.0
83,0.0715653570546083,0.5415606927192698,0.2930897022262147,0.4650692149562261,-16590,20853.0,12.0,0.0,-1766.0,31278.69,12.0,270000.0,-122,-1177.0,291384.0,1,,0.0,13.0,1.0,0.0
84,0.029385,0.7381650020139663,0.6666514463586455,0.6380435278721609,-15621,26446.5,18.0,0.0,-2215.0,188356.32,18.0,900000.0,-3926,-390.0,900000.0,1,,0.0,18.0,1.0,0.0
85,0.1058285714285714,0.8629654116973746,0.4417661071081467,0.3296550543128238,-24575,16668.0,13.0,4.0,,172460.07,13.0,157500.0,-4021,-147.0,157500.0,1,,2663.1000000000004,15.0,0.8347245409015025,1.0
86,0.05,0.7284888803630628,0.5925012075405988,0.5849900404894085,-21621,7875.0,10.0,0.9230769230769232,,324236.7,10.0,157500.0,-4574,,157500.0,1,,7483.943076923076,11.0,0.9478600647170156,0.0
87,0.0322545454545454,0.8150410444459065,0.2622583692422573,0.3689687382528466,-16114,15966.0,20.666666666666668,1.4428571428571428,-154.0,747480.42,30.33333333333333,495000.0,-4701,-82.0,495000.0,1,,237.61414285714287,68.0,0.0,0.0
88,0.0641457040182946,,0.5191266804311161,0.3689687382528466,-18989,35343.0,15.6,1.2839506172839503,-231.0,1894955.67,15.6,450000.0,-2490,-39.0,550980.0,0,,5879.729444444445,73.0,0.7875876191226274,1.0
89,0.0423663366336633,,0.5571803716798446,0.3154721549257734,-9383,19255.5,10.333333333333334,0.5645161290322581,-674.0,461666.43,10.333333333333334,454500.0,-2018,-1190.0,454500.0,0,,789.2934677419355,61.0,1.0110183639398995,0.0
90,0.0670986771540936,,0.6747985359548864,0.6848276586890367,-19553,67563.0,17.6,0.1351351351351351,-3802.0,2144981.295,23.666666666666668,900000.0,-2187,-203.0,1006920.0,0,0.1714285714285714,836.2945945945947,57.0,0.0,0.0
91,0.032474074074074,0.3610114237680574,0.5377716362548373,0.6263042766749393,-13210,19728.0,27.6,0.25,-516.0,921216.375,33.0,607500.0,-5105,-656.0,607500.0,1,0.125,0.0,51.0,0.0,0.0
92,0.107004377736085,,0.2960478535601652,0.746300213050371,-13351,15399.0,10.0,0.0,-2835.0,48564.9,10.0,135000.0,-922,-546.0,143910.0,0,,0.0,4.0,1.2313296903460835,1.0
93,0.05,,0.5668314456303339,,-22233,15750.0,21.0,0.1428571428571428,,525083.4,21.0,315000.0,-4046,,315000.0,1,,775.3258928571429,28.0,0.8782715615668365,0.0
94,0.1054328621908127,0.2663160615152391,0.2265605148853781,,-10222,32224.5,13.333333333333334,0.1388888888888889,-724.0,446993.955,14.5,270000.0,-21,,305640.0,1,,927.3299999999996,38.0,0.7523746825919307,0.0
95,0.0324207011686143,,0.3866022659007289,0.1830351672178103,-15205,26217.0,11.5,4.758620689655173,-455.0,344369.25,10.4,675000.0,-1512,-66.0,808650.0,1,1.5,368.6997413793104,52.0,0.8987826086956522,1.0
96,0.0526207302709069,,0.5380107982209397,0.5656079814115492,-12286,8041.5,5.0,0.1818181818181818,-533.0,71652.465,5.0,135000.0,-2911,-162.0,152820.0,1,,654.1731818181818,11.0,1.0,0.0
97,0.0482918840690101,0.7460949482172075,0.7637511651745015,0.6313545365850379,-10556,34236.0,24.0,0.0,-2955.0,99619.065,24.0,612000.0,-3179,-231.0,708939.0,1,,0.0,21.0,1.0,0.0
98,0.07958,,0.4725855883762241,0.4830501881366946,-19201,17905.5,12.0,1.625,,100081.215,12.0,225000.0,-2607,-331.0,225000.0,0,,2084.2509375,13.0,0.892189028952973,1.0
99,0.05,,0.4337253684814824,0.7583930617144343,-17139,13500.0,12.5,0.0408163265306122,-4565.0,727227.495,12.5,270000.0,-675,-91.0,270000.0,1,,0.0,54.0,0.8319154107924162,0.0
100,0.0483466230828917,0.7555405069113276,0.5393204403484005,0.7062051096536562,-20824,26356.5,11.6,0.0227272727272727,,2951307.045,13.666666666666666,414000.0,-4125,-220.0,545157.0,1,,-25568.18181818182,46.0,0.9001862761700193,0.0
101,0.0535417756126203,,0.5908105885341022,,-15556,26262.0,10.285714285714286,0.3023255813953488,-1890.0,176969.79,10.285714285714286,454500.0,-4261,,490495.5,1,,195.84,46.0,0.8921318090114324,0.0
102,0.0604281767955801,,0.3013476931499609,0.4992720153045617,-14354,31500.0,16.0,0.0,-331.0,321736.05,21.0,450000.0,-4585,-555.0,521280.0,0,,0.0,15.0,0.8256271967034299,0.0
103,0.0670649738610903,0.3921723807795341,0.7329270778247654,,-13946,36369.0,14.0,0.0,-4079.0,181025.505,7.0,490500.0,-875,-553.0,542295.0,1,,0.0,12.0,0.7911392405063291,1.0
104,0.0648666666666666,0.5805090233838566,0.5581728951202709,0.7209441499436497,-17633,8757.0,24.0,0.16,-126.0,157271.175,12.0,135000.0,-1176,,135000.0,1,,262.1484,25.0,0.1764705882352941,1.0
105,0.073321554770318,0.6384634429850674,0.5215281341028354,0.2009260877159709,-9256,11205.0,10.0,0.0,-1380.0,159946.875,17.0,135000.0,-1896,-171.0,152820.0,1,,-3961.1625,11.0,0.8833922261484098,1.0
106,0.0534328260585182,,0.5495221372792919,0.4031416766587513,-22049,44113.5,20.666666666666668,0.0869565217391304,,2172400.29,20.666666666666668,765000.0,-4726,-995.0,825588.0,1,,2585.4084782608693,24.0,0.9232246390191662,0.0
107,0.0790036048092904,0.0582277924022431,0.1258381081150179,0.1929422277169508,-10774,32940.0,14.0,0.1415094339622641,-2115.0,889672.905,13.714285714285714,315000.0,-899,-215.0,416943.0,1,0.75,0.0,35.0,0.0,1.0
108,0.0294405515050072,,0.6822110370329325,0.7850520263728172,-21821,18679.5,6.0,0.7142857142857143,,80915.265,6.0,454500.0,-3991,,634482.0,1,,1926.597857142857,7.0,0.9498536099171494,0.0
109,0.1081795996382067,0.6283447876375082,0.298693315415363,0.7435593141311444,-14637,28525.5,,,-245.0,,,238500.0,-4977,-196.0,263686.5,1,,,,,0.0
110,0.1050066666666666,0.7363190873355846,0.4364557403584291,0.4400578303966329,-14533,70879.5,24.0,0.5,-3656.0,502433.28,24.0,675000.0,-4886,-147.0,675000.0,1,,874.19625,24.0,0.9635778004586244,0.0
111,0.0331750690607734,,0.4641840955605766,0.3457848024695955,-9209,34587.0,10.666666666666666,0.5333333333333333,-229.0,168426.225,10.666666666666666,900000.0,-1889,-259.0,1042560.0,1,,276.9989999999999,29.0,1.0109959555106167,0.0
112,0.0303175675675675,0.7583668998598954,0.0604660137240568,0.0005272652387098,-23678,20191.5,15.0,1.0869565217391304,,208187.64,15.0,666000.0,-4042,,666000.0,1,,4085.485434782609,17.0,1.0,1.0
113,0.0397881658920271,0.278762669488631,0.5286498011411236,0.1595195404777181,-10015,40063.5,15.0,0.8787878787878788,-657.0,226609.83,15.0,900000.0,-510,-208.0,1006920.0,1,,2033.7272727272727,25.0,0.8497038802742486,1.0
114,0.05,0.7143844741278977,0.7056477675243211,0.213966852261798,-22171,12375.0,24.0,0.0,,51894.0,18.0,247500.0,-4863,-222.0,247500.0,1,,0.0,8.0,0.8256380659227908,0.0
115,0.05,0.4493740136990375,0.6484901722127338,0.1830351672178103,-16726,22500.0,36.0,0.1,-1552.0,347044.5,36.0,450000.0,-269,-221.0,450000.0,1,,913.275,18.0,1.0,1.0
116,0.051211494618525,0.4025950254692596,0.2541625711998103,0.3996756156233169,-13209,43465.5,22.0,0.3762376237623762,-3399.0,1925776.575,28.5,675000.0,-2063,-86.0,848745.0,1,0.1454545454545454,347.7118811881188,27.0,0.0,1.0
117,0.0510591705398641,,0.5753051238254673,0.3490552510751822,-18612,30847.5,8.0,0.7868852459016393,,331466.76,15.0,540000.0,-2158,-589.0,604152.0,1,0.875,567.6344262295081,44.0,0.873208737502623,1.0
118,0.05,,0.7020971239549628,0.5849900404894085,-23336,22500.0,12.0,0.0,,403389.63,12.0,450000.0,-3122,-728.0,450000.0,0,,0.0,12.0,0.9380814606040956,0.0
119,0.0482915368507073,,0.3796975375285202,0.1206410299309233,-12985,34038.0,6.0,0.25,-840.0,93385.44,3.0,630000.0,-1186,-66.0,704844.0,1,,0.0,4.0,0.9498548335065772,1.0
120,0.0361220472440944,,0.6672440505252547,0.4956658291397297,-21665,23121.0,26.545454545454547,1.339622641509434,,6279460.335,27.647058823529413,450000.0,-4121,-342.0,640080.0,1,,-28.65056603773584,110.0,0.6984947438270527,1.0
